,comment,vid,postdate,vrate,likeCount
163,"اشتركو فقناتى لمعرفة معلومات الوقاية من كرونا 
https://www.youtube.com/channel/UCJDqWR61b27XpE2Ow2zQjXQ",EN9j_Ssnu_o,2020-02-18T18:43:43.000Z,none,0
164,اتمنى تكونين بخير فعلاً يا امال ومبسوطين ان علاقتك بالمستشار تركي ال الشيخ جيدة ❤️,6V5GfHACjlI,2020-02-18T18:43:08.000Z,none,1
165,اشرب خمور وحشيش اتقو الله,vOh7FtzLj-M,2020-02-18T18:42:58.000Z,none,0
166,ربنا يستر,EN9j_Ssnu_o,2020-02-18T18:37:57.000Z,none,0
167,صوتو حلو والله بس خسارة عليه يغني مهرجانات,vOh7FtzLj-M,2020-02-18T18:36:23.000Z,none,0
168,فن ساقط,vOh7FtzLj-M,2020-02-18T18:34:52.000Z,none,0
169,جميل جدا,oweMScUzOW0,2020-02-18T18:32:57.000Z,none,0
170,شعب تافه,vOh7FtzLj-M,2020-02-18T18:32:09.000Z,none,0
171,رووووعة  وصوت رائع,vOh7FtzLj-M,2020-02-18T18:31:21.000Z,none,0
172,الي دعاه يغني المفروض يحقق معه ويفصل من عمله,VGHZUPcG4Ec,2020-02-18T18:30:45.000Z,none,0
173,اتعلمو ماهو الاعلام شوفو الاعلامي بيتكلم على محمد رمضان لابيجرح ولابيسيء انتو لي ابني بلدكو شوهتو صورة  عند الدول العربية ولكن مع الاسف محمد رمضان فنان جدع وانسان متربي,VGHZUPcG4Ec,2020-02-18T18:22:21.000Z,none,0
174,😍,MciVwugKg4g,2020-02-18T18:21:30.000Z,none,0
175,ملعونين من الله هاذه هي الحقيقة والجزاء الحقيقي من الله,QdZET20WOKQ,2020-02-18T18:15:35.000Z,none,0
176,والله ما خلى الزبالة المطربين دول لهم اسم و صوت غير انتو يا اعلام الفساد يا اعلام الفتنة يا عمر اديب الكلب,eeWW-g_LHo4,2020-02-18T18:15:18.000Z,none,0
177,يا استاذي الفاضل ملايين الملايين سمعوا الاغنيه بكوبليه خمور وحشيش دي تلكيكه فيه حاجه غمضه دوروا عليها,eeWW-g_LHo4,2020-02-18T18:14:55.000Z,none,0
178,اي حد يتكلمله يعني مدعوم من فوق  زهاد مبين للاعمى,mg_nFaZsKZM,2020-02-18T18:07:34.000Z,none,0
179,احلى قرار من هاني شاكر,eeWW-g_LHo4,2020-02-18T18:07:31.000Z,none,1
180,"هتشغلونا في الافراح ام كلثوم بقا والحو ده وكدا😉😉😉
اراهن لو المهرحانات اتمنعت😂😂",eeWW-g_LHo4,2020-02-18T18:00:34.000Z,none,2
181,شعباني خبزة كارتيرون ههه بجزمة القديمة مع الرجاء ٢٠١٩.و الزمالك ٢٠٢٠,6u8vPEWhXOo,2020-02-18T18:00:04.000Z,none,1
182,شعباني خبزة كارتيرون ههه بجزمة القديمة مع الرجاء ٢٠١٩. زمالك ٢٠٢٠,TNfRat3Mbpk,2020-02-18T17:59:03.000Z,none,1
183,رضا عبد العال ذكي ومجدي عبد الغني غبي,2IseSjtZeSk,2020-02-18T17:57:14.000Z,none,0
184,https://youtu.be/n55ad8aLVUo,MtOG3XRb_yQ,2020-02-18T17:55:56.000Z,none,0
185,هاني شاكر يدافع عن مصر و أهل مصر و فن مصر 🤣🤣🤣,mg_nFaZsKZM,2020-02-18T17:52:47.000Z,none,0
186,وقت المسسلسل بلا زحمه منو يعرف,HIdSgiIlQok,2020-02-18T17:49:56.000Z,none,0
187,"فيه بومة معششة جنب بيتنا بقالها سنة قرفانا من المغرب لحد الفجر مش بتبطل صريخ وصتها يصحى اللى فى غيبوبة
حد يعرف نطفشها ازاى",vkr-YcecASw,2020-02-18T17:49:18.000Z,none,0
188,سؤال اهطل منه ماتلاقيش,t-ApoTsciog,2020-02-18T17:48:42.000Z,none,0
189,انت غيران بس,mg_nFaZsKZM,2020-02-18T17:48:03.000Z,none,1
190,تعالوا شوفوا مستشفي العام في المنيا زبالة وصراصير داخل العناية المركزة اخر اهمااااال في للدنيا ولا في جهاز لقياس الضغط منظومة فاشلة ومحافظ،فاشل اخرهم ينضفوا الكورنيش وخلصنا,yGc7zEnZlew,2020-02-18T17:47:17.000Z,none,0
191,ميتين تفاهتك يا عمرو,XvjySrVCgLw,2020-02-18T17:46:03.000Z,none,0
192,انت حابب الفساد والفرف ده؟!!!!انت غريب جداااااااا..هو انت بتشتغل ايه واللي بتقدمه للناس ايه؟!!!!!,eeWW-g_LHo4,2020-02-18T17:43:45.000Z,none,1
193,قرف ووسخه وفن هابط الله يكسفكم,AviHYSAjkbY,2020-02-18T17:39:02.000Z,none,0
194,https://youtu.be/Q5nOx-qqmT8,FZBslmHPSJE,2020-02-18T17:38:36.000Z,none,1
195,هذي حرب على الشباب الصاعدة.,eeWW-g_LHo4,2020-02-18T17:36:43.000Z,none,0
196,انظروا أين وجدوه ولا حول ولا قوة إلا بالله ، الله ينتقم منهم https://www.youtube.com/watch?v=xbLXGuUuUAM&feature=youtu.be,MRN_AghHhPg,2020-02-18T17:31:33.000Z,none,0
197,ههههههههههه,AkQSmyYmjuM,2020-02-18T17:30:54.000Z,none,1
198,برنس,t-ApoTsciog,2020-02-18T17:29:42.000Z,none,0
199,انا مابسمعش مهرجانات ولكن الحكاية ان العيال دى عملت نجاح  وفلوس محدش من النجوم القديمة عمله عشان كده اتعمل عليهم حفلة وحسد وحقد من بتوع النقابة مش هيكلوا عيش جنبهم عشان كدة خافوا منهم ووقفوهم,Vf6H7PSxjFg,2020-02-18T17:21:53.000Z,none,0
200,اتمنى من الجميع التفكر .. وواضح انهم انخدعو وعملو ليهم بفعلة فاعل متقصد  كمكيدة كبيرة لهذا الشاب الموهوب وزميله حسن .. افتعلو لهم هذا الموقف عشان يحاولو يحطمو نجاحهم الكبير,Vf6H7PSxjFg,2020-02-18T17:20:35.000Z,none,0
201,أن شاء الله ياعمرو أديب يجيك صاروخ نووي يولع في قرعتك ياشيخ 😂😂😂😂,4fV_xqOrnG0,2020-02-18T17:18:27.000Z,none,0
202,اخبار الشهيد ايه 😁😁😁😁😁,WZCWsxaR3Q8,2020-02-18T17:17:04.000Z,none,0
203,محمد رمضان ليس مطرب . ارحمونا,VGHZUPcG4Ec,2020-02-18T17:16:25.000Z,none,0
204,حسن شاكوش و عمر كمال صوتهم رائع و اغانيهم فى الشعبى و فى  حاجات تانيه,eeWW-g_LHo4,2020-02-18T17:15:12.000Z,none,3
205,نحن ابناء مصر هذا الاعلام المعرص والوزراء المعرصين والوزيرات الشراميط والقحاب والقواديين بما يسمو فنانين لا يمثلونا ونشهد الله اننا بريئين من تلك الزناه ناشرو الفاحشه والنجاسه واعداء الاسلام وحسبي الله ونعم الوكيل صعيدي  مر من هنا اتفو علي ابو ك يا عمر يا لقيط  يا جوز لميس يا عرص,Kjd12g0Xe7U,2020-02-18T17:10:58.000Z,none,0
206,طيب هو ممكن يحدث حمل بعد ما فترت التبويض ماتخلص يعنى قبل الدوره باسبوع مثلا اجووو الرد معلللللش,70hl5j41WzA,2020-02-18T17:10:29.000Z,none,0
207,Piel de gallina la puta madre!!,5LLP-KMlaI0,2020-02-18T17:07:24.000Z,none,1
208,جمهور المطربين دول زباله زيهم,eeWW-g_LHo4,2020-02-18T17:06:17.000Z,none,0
209,عمورة,dT3TWelVAtk,2020-02-18T16:58:27.000Z,none,0
210,البيت ده طاهر وحيفضل طاهر  .... وياام المطاهر طاهر رشي الملح سبع مرررررات... تسع مررررات,vOh7FtzLj-M,2020-02-18T16:57:57.000Z,none,0
211,شاهد ضحايا كوروناhttps://youtu.be/ETkXx-7w7vA,EN9j_Ssnu_o,2020-02-18T16:57:38.000Z,none,0
212,"أ نا بحبك أ و ى يا حسن شكوش، 
❤❤❤❤❤❤",vOh7FtzLj-M,2020-02-18T16:56:54.000Z,none,1
213,الغنيه بتجننننننن,vOh7FtzLj-M,2020-02-18T16:56:04.000Z,none,0
214,اليوتيوب صار ( فايرس كورونا & محمد رمضان ). ايه دا,mg_nFaZsKZM,2020-02-18T16:53:44.000Z,none,1
215,بالله عليكم اشترك للقناة للباب رزاق ولادي ارجوكم ساعدوني وربنا يجعلها في ميذان حسنانتكم,kF8zhpjN2NU,2020-02-18T16:48:40.000Z,none,0
216,"انتم ملكومش حل 
جو شو بيضحكنا عليكم كويس والله",OlZiXGFCCJA,2020-02-18T16:48:30.000Z,none,0
217,"اللهم اجعل امي سيدة من اهل الجنه
هي وكل نساء المسليمن ❤️🌷🌹",kF8zhpjN2NU,2020-02-18T16:48:14.000Z,none,0
218,خلاص عرفنا ان إسراء مراتك وانت ذليت امنا,_foDk_qidqM,2020-02-18T16:46:34.000Z,none,0
219,عمر كمال صوته احسن,vOh7FtzLj-M,2020-02-18T16:46:31.000Z,none,0
220,الزمالك ان شاء الله يفوز,SkZWNq0zhsE,2020-02-18T16:43:33.000Z,none,0
221,"مستحيل تشوف اسم .... الله وماتنزل ⁦👇🏼⁩

نزلت فيديو عن منع المهرجانات في مصر 😱 ادخلوا كلكم شوفو بسرعه وحطو لايك🙏",mK8nF6jB3QE,2020-02-18T16:41:47.000Z,none,0
222,"مستحيل تشوف اسم .... الله وماتنزل ⁦👇🏼⁩

نزلت فيديو عن منع المهرجانات في مصر 😱 ادخلوا كلكم شوفو بسرعه وحطو لايك🙏",mK8nF6jB3QE,2020-02-18T16:41:44.000Z,none,0
223,فين الفن المصري الأصيل هاني شاكر ..محمد الحلو...محمد ثروت  ...احنا في زمن الإنجاز والاوساخ,vOh7FtzLj-M,2020-02-18T16:33:38.000Z,none,0
224,وايه يعني عضوا ولا حاجة يعني في الجنة,Vf6H7PSxjFg,2020-02-18T16:32:32.000Z,none,0
225,هاني شاكر على حق.,mg_nFaZsKZM,2020-02-18T16:29:57.000Z,none,0
226,ايه الارف ده ....,vOh7FtzLj-M,2020-02-18T16:27:19.000Z,none,0
227,بغني مهرجنات ووساخه وصياعه وقلت ادب وشرمطه وعلوقيه وعبيلوه واديله هه,eeWW-g_LHo4,2020-02-18T16:25:18.000Z,none,0
228,اكبر منافق علي وجه الارض👺,oVUJPNwcgto,2020-02-18T16:24:37.000Z,none,0
229,انتوا عآوزين رآجل محترم بس يكون رآجل بجد علشان يظبطكوا,eeWW-g_LHo4,2020-02-18T16:24:21.000Z,none,0
230,صوت عمر كمال أحلى,vOh7FtzLj-M,2020-02-18T16:24:11.000Z,none,0
231,والله اني بل عراقخ صار 5سنوات اطب وما مزو07807802136ج بسبب وضعي المادي,6V5GfHACjlI,2020-02-18T16:23:27.000Z,none,0
232,ليهم دور صياعه ووساخه علي كيفك بيعلموه لأولدنا في كل حته في مصر انتوا فآهمين لازم تصيعوا علشان الفن,eeWW-g_LHo4,2020-02-18T16:23:25.000Z,none,0
233,المذيعة نارررررر ياجدعان,Wk5RRDF4jj4,2020-02-18T16:22:24.000Z,none,0
234,هو مافيش الا موضوع المهراجانات ده,eeWW-g_LHo4,2020-02-18T16:21:31.000Z,none,0
235,الي عندو حسابات مع تركي ال الشيح يصفيها بغير هذا المكان احتراما عالاقل للفنانه المحترمه امال,6V5GfHACjlI,2020-02-18T16:17:51.000Z,none,1
236,راءعه,6V5GfHACjlI,2020-02-18T16:16:03.000Z,none,0
237,ازاي تمنعو المهرجانات 😡,eeWW-g_LHo4,2020-02-18T16:09:53.000Z,none,1
238,يتم وقف محمد رمضان ابن المره الشرموطة ده عن العمل ويرجع الي بلدة الصعيد تاني عن المواشي بجد انا قرفت من  الصعايدة بسبب قلت الفهم بتاعتهم دي,9wx9UhWoYIU,2020-02-18T16:08:54.000Z,none,0
239,المذيعة نظراتها كلها استحقار😂😂,vOh7FtzLj-M,2020-02-18T16:08:37.000Z,none,0
240,والله حضرتك راقي بزياده ايه الدبلوماسيه دي يعني ايه الوقت قليل علي محمد رمضان ده ضايع و مش متربي حضرتك قول لايصلح و خلاص,VGHZUPcG4Ec,2020-02-18T16:01:55.000Z,none,0
241,"⚘احواتي لا تشترو ثياب  البالة⚘
⚘  او احذية قديمة من الخارج قد⚘
⚘ يكون من الصين وحامل الفيروس ⚘
⚘لا تشترو اي شيء من البالة نصيحة لله ⚘",EN9j_Ssnu_o,2020-02-18T16:01:19.000Z,none,0
242,حسبي الله ونعم الوكيل في هاني شاكر وكل الي معاه في الي عملوه في شاكوش وعمر  ربنا ياخد هاني شاكر  علشان جه عليهم وهم وراهم مسءوليات ومطلوب منهم شرط جزائي واحنا بنحب حسن شاكوش وعمر وبنحب اغانيه انتوا مالكوا هما عجبنا وبيفرحونا احنا بنكرهك يا هاني يا شاكر وحسبي الله ونعم الوكيل في اي حد جه عليهم او قال كلمه وحشه عليهم,eeWW-g_LHo4,2020-02-18T15:54:39.000Z,none,3
243,صوته جميل لكن الفرقة ضربة مخدرات.  وبعدين لبسين بيت كوين ليه.,vOh7FtzLj-M,2020-02-18T15:45:02.000Z,none,0
244,الولد الي وراه غريب أوي ههههههههه ههههههههه 😂😂😂🤣🤣🤣,vOh7FtzLj-M,2020-02-18T15:36:26.000Z,none,0
245,😂😂😂😂😂😂😂,FZBslmHPSJE,2020-02-18T15:35:00.000Z,none,0
246,متمنعو الاغاني الي عري,eeWW-g_LHo4,2020-02-18T15:30:12.000Z,none,1
247,انا اسفه ليكم بس نفسي حد يشترك في قناتي https://youtu.be/lEFb8AxfljQ,vOh7FtzLj-M,2020-02-18T15:18:44.000Z,none,0
248,هههههههه اه يا زمن,vOh7FtzLj-M,2020-02-18T15:17:32.000Z,none,0
249,لحن عمر كمال احلي,vOh7FtzLj-M,2020-02-18T15:08:14.000Z,none,0
250,تحفه تحفه تحفه,6V5GfHACjlI,2020-02-18T15:06:40.000Z,none,1
251,مصطفي كامل بيظهر نفسو بصفة ايه هو مالو ومال النقابه  هو بيضرب الاستاذ هاني من الخلف خلي بالك يااستاذ هاني منو اصل مصطفي كامل خمورجي هو كمان وشمام  مش عيزين نسمع منو راي,9wx9UhWoYIU,2020-02-18T15:06:12.000Z,none,0
252,يااستاذ هاني شاكر خلي بالك  من مصطفي كامل  بيلعب دور بايخ من وراك مع العيال الشممين  وعايز يكسب حب الشممين  وعايز ينزل كلامك عل الفاضي هو بيدخل ليه  وعمال يقول مراتي بتسمع مهرجان متولع مراتو احنا ملنا بيها  انت عهت الشعب المصري ان مفيش اغاني مهرجان تاني ولا ترجع في القرار,9wx9UhWoYIU,2020-02-18T15:03:36.000Z,none,0
253,"الواد اللي اسمه شاكوش فضحك يا عمرو اديب انت والقناة وانكم مربطين معاهم يكونو إيد واحدة قدام الناس 06:11  
... معنى كدا ان انت يا عمرو ومعاك الام بي سي هدفكم استمرار التلوث السمعي",eeWW-g_LHo4,2020-02-18T15:03:23.000Z,none,6
254,مين دي مش امال ماهر لاصوت ولا شكلها,6V5GfHACjlI,2020-02-18T14:59:55.000Z,none,0
255,يااستاذ هاني خلي بالك من  مصطفي كامل بيلعب دور بايخ مع الشممين والاعلام  المصري بيعرض,eeWW-g_LHo4,2020-02-18T14:55:56.000Z,none,0
256,خساره الاوركسترا فيها بصراحه ، مش لشخصها لكن لان قدراتها وتقنيات صوتها لم تعد كما كانت وكان من الافضل لو انضبط ببيتا وتركت الصوره الجميله التي نتذكرها عنها ، بصراحه مسخره ! يعني نجاه الصغيره اعتزلت في مجدها لكي لا تصل لهذه المرحله كذلك ليلى مراد ! ، كما ان وراء كل هذا هي الشيطانه دنيا بطمه لكي تظهر هي امام الكل انها افضل صوت مغاربي ! وهي خطه شيطانيه لم ينتبه لها احد لان دنيا من اقنعت الست ان تعود للغناء ! وهي تعلم عيوب صوتها,J_56QmWfjSY,2020-02-18T14:55:42.000Z,none,0
